group_name,dataset_group,num_promoters,num_comparisons,similarity_score,correlation_score,similarity_category,correlation_category,size_adjustment_factor,comparison_weight,std_adjustment_factor,correlation_adjustment_factor,similarity_std,mean_proximal_similarity,mean_distal_similarity,correlation_std,mean_proximal_correlation,mean_distal_correlation,num_tfbs_types_found,status,error_msg
MGC_CANDIDATE_1147,KEGG,3,3,48.96,50.01,Moderate Similarity,High Correlation,0.92,0.85,1.0,0.95,4.22,0.482,0.508,19.65,0.404,0.724,24.0,success,
MGC_CANDIDATE_1146,KEGG,4,6,59.95,56.94,High Similarity,High Correlation,0.96,0.95,1.0,0.95,9.89,0.588,0.626,18.57,0.506,0.716,22.0,success,
MGC_CANDIDATE_1148,KEGG,4,6,52.75,64.65,High Similarity,High Correlation,0.96,0.95,1.0,1.0,6.07,0.538,0.504,12.42,0.694,0.536,25.0,success,
MGC_CANDIDATE_114,KEGG,3,3,56.78,63.59,High Similarity,High Correlation,0.92,0.85,1.0,1.0,4.54,0.59,0.515,8.05,0.584,0.756,28.0,success,
MGC_CANDIDATE_1144,KEGG,7,21,66.54,82.41,High Similarity,Very High Correlation,0.943,1.0,1.0,1.0,6.59,0.671,0.652,7.39,0.9,0.648,28.0,success,
MGC_CANDIDATE_1151,KEGG,3,3,51.7,73.01,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,11.15,0.487,0.587,12.96,0.656,0.902,21.0,success,
MGC_CANDIDATE_1150,KEGG,4,6,49.36,65.1,Moderate Similarity,High Correlation,0.96,0.95,1.0,0.9,7.14,0.443,0.611,22.17,0.664,0.62,27.0,success,
MGC_CANDIDATE_1152,KEGG,3,3,50.18,53.39,High Similarity,High Correlation,0.92,0.85,1.0,1.0,6.69,0.481,0.551,13.6,0.47,0.684,20.0,success,
MGC_CANDIDATE_1153,KEGG,3,3,73.26,42.66,Very High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,7.75,0.777,0.63,14.97,0.38,0.536,20.0,success,
MGC_CANDIDATE_1149,KEGG,6,15,61.58,81.24,High Similarity,Very High Correlation,0.967,1.0,1.0,1.0,8.04,0.64,0.558,5.84,0.885,0.642,26.0,success,
MGC_CANDIDATE_1154,KEGG,3,3,47.37,26.08,Moderate Similarity,Low Correlation,0.92,0.85,1.0,1.0,3.45,0.465,0.494,6.94,0.202,0.399,22.0,success,
MGC_CANDIDATE_1156,KEGG,3,3,61.22,64.44,High Similarity,High Correlation,0.92,0.85,1.0,1.0,7.11,0.574,0.702,14.56,0.548,0.87,17.0,success,
MGC_CANDIDATE_1157,KEGG,3,3,55.6,45.6,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,3.27,0.532,0.612,24.09,0.418,0.546,22.0,success,
MGC_CANDIDATE_1155,KEGG,4,6,53.2,53.64,High Similarity,High Correlation,0.96,0.95,1.0,1.0,10.66,0.52,0.561,12.02,0.455,0.725,23.0,success,
MGC_CANDIDATE_1159,KEGG,3,3,51.33,48.59,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.95,6.49,0.56,0.404,18.34,0.583,0.259,20.0,success,
MGC_CANDIDATE_1158,KEGG,4,6,56.5,59.83,High Similarity,High Correlation,0.96,0.95,1.0,1.0,13.74,0.589,0.509,9.84,0.667,0.438,24.0,success,
MGC_CANDIDATE_115,KEGG,3,3,57.66,55.59,High Similarity,High Correlation,0.92,0.85,1.0,1.0,12.46,0.591,0.542,8.9,0.526,0.626,24.0,success,
MGC_CANDIDATE_1163,KEGG,3,3,47.12,56.95,Moderate Similarity,High Correlation,0.92,0.85,1.0,1.0,7.9,0.476,0.459,10.1,0.572,0.564,23.0,success,
MGC_CANDIDATE_1161,KEGG,3,3,55.15,62.99,High Similarity,High Correlation,0.92,0.85,1.0,1.0,12.69,0.568,0.513,12.76,0.576,0.754,22.0,success,
MGC_CANDIDATE_1160,KEGG,4,6,58.7,48.4,High Similarity,Moderate Correlation,0.96,0.95,1.0,0.95,7.77,0.562,0.644,16.22,0.396,0.69,22.0,success,
MGC_CANDIDATE_1164,KEGG,3,3,47.32,41.31,Moderate Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,12.86,0.465,0.493,13.41,0.376,0.499,23.0,success,
MGC_CANDIDATE_1162,KEGG,5,10,63.48,67.51,High Similarity,High Correlation,1.0,1.0,1.0,1.0,7.51,0.652,0.595,8.88,0.66,0.71,22.0,success,
MGC_CANDIDATE_1165,KEGG,4,6,54.94,47.32,High Similarity,Moderate Correlation,0.96,0.95,1.0,0.95,11.51,0.557,0.531,18.0,0.452,0.522,22.0,success,
MGC_CANDIDATE_1168,KEGG,3,3,60.59,44.93,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,5.5,0.491,0.875,31.04,0.354,0.672,18.0,success,
MGC_CANDIDATE_1166,KEGG,4,6,68.42,50.79,High Similarity,High Correlation,0.96,0.95,1.0,1.0,4.99,0.671,0.716,5.73,0.424,0.703,20.0,success,
MGC_CANDIDATE_1169,KEGG,4,6,57.45,44.55,High Similarity,Moderate Correlation,0.96,0.95,1.0,0.95,7.89,0.587,0.545,18.38,0.455,0.424,23.0,success,
MGC_CANDIDATE_1167,KEGG,4,6,58.07,48.5,High Similarity,Moderate Correlation,0.96,0.95,1.0,0.95,6.92,0.608,0.517,18.94,0.465,0.532,22.0,success,
MGC_CANDIDATE_116,KEGG,3,3,63.77,64.55,High Similarity,High Correlation,0.92,0.85,1.0,1.0,1.87,0.621,0.678,5.78,0.561,0.842,23.0,success,
MGC_CANDIDATE_1170,KEGG,3,3,48.31,62.9,Moderate Similarity,High Correlation,0.92,0.85,1.0,1.0,5.33,0.511,0.418,8.45,0.657,0.565,24.0,success,
MGC_CANDIDATE_1171,KEGG,3,3,64.09,72.39,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,7.54,0.672,0.568,10.31,0.74,0.685,22.0,success,
MGC_CANDIDATE_1172,KEGG,3,3,71.7,52.88,Very High Similarity,High Correlation,0.92,0.85,1.0,0.95,7.29,0.776,0.579,16.84,0.51,0.572,21.0,success,
MGC_CANDIDATE_1173,KEGG,3,3,45.69,40.89,Moderate Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,1.93,0.394,0.604,42.38,0.308,0.644,24.0,success,
MGC_CANDIDATE_1174,KEGG,3,3,53.45,44.96,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,3.48,0.52,0.569,22.59,0.387,0.596,24.0,success,
MGC_CANDIDATE_1176,KEGG,3,3,54.3,29.67,High Similarity,Low Correlation,0.92,0.85,1.0,1.0,13.43,0.555,0.515,10.31,0.2,0.521,22.0,success,
MGC_CANDIDATE_1177,KEGG,3,3,41.77,46.15,Moderate Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,2.93,0.398,0.463,13.84,0.48,0.418,24.0,success,
MGC_CANDIDATE_1175,KEGG,5,10,55.91,42.73,High Similarity,Moderate Correlation,1.0,1.0,1.0,0.9,8.44,0.529,0.63,20.79,0.388,0.518,21.0,success,
MGC_CANDIDATE_1178,KEGG,3,3,51.12,58.26,High Similarity,High Correlation,0.92,0.85,1.0,0.95,11.57,0.481,0.582,16.62,0.586,0.574,20.0,success,
MGC_CANDIDATE_117,KEGG,3,3,77.77,67.18,Very High Similarity,High Correlation,0.92,0.85,1.0,0.95,7.86,0.829,0.658,17.09,0.634,0.76,22.0,success,
MGC_CANDIDATE_1181,KEGG,3,3,65.76,75.78,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,10.29,0.669,0.632,2.5,0.767,0.736,22.0,success,
MGC_CANDIDATE_1180,KEGG,4,6,53.65,62.73,High Similarity,High Correlation,0.96,0.95,1.0,1.0,12.98,0.478,0.673,10.4,0.568,0.766,26.0,success,
MGC_CANDIDATE_1182,KEGG,3,3,50.79,46.7,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,2.53,0.5,0.526,5.23,0.362,0.712,24.0,success,
MGC_CANDIDATE_1183,KEGG,4,6,54.63,42.13,High Similarity,Moderate Correlation,0.96,0.95,1.0,1.0,9.35,0.516,0.616,11.79,0.361,0.562,23.0,success,
MGC_CANDIDATE_1184,KEGG,3,3,55.54,40.19,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,1.01,0.532,0.61,10.69,0.391,0.426,21.0,success,
MGC_CANDIDATE_1179,KEGG,7,21,60.24,49.52,High Similarity,Moderate Correlation,0.943,1.0,1.0,0.95,11.23,0.599,0.611,18.07,0.44,0.624,25.0,success,
MGC_CANDIDATE_1187,KEGG,3,3,97.33,96.79,Very High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,2.31,1.0,0.911,1.53,0.993,0.91,19.0,success,
MGC_CANDIDATE_1188,KEGG,3,3,68.21,44.41,High Similarity,Moderate Correlation,0.92,0.85,0.9,0.9,22.96,0.641,0.778,40.12,0.38,0.593,17.0,success,
MGC_CANDIDATE_1185,KEGG,5,10,48.27,33.94,Moderate Similarity,Moderate Correlation,1.0,1.0,1.0,0.95,9.53,0.423,0.623,19.98,0.195,0.677,25.0,success,
MGC_CANDIDATE_1186,KEGG,5,10,46.61,37.64,Moderate Similarity,Moderate Correlation,1.0,1.0,1.0,0.9,8.95,0.401,0.619,23.04,0.259,0.651,24.0,success,
MGC_CANDIDATE_118,KEGG,3,3,45.65,49.33,Moderate Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,8.87,0.42,0.542,12.32,0.383,0.751,24.0,success,
MGC_CANDIDATE_1190,KEGG,3,3,49.19,48.01,Moderate Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,6.82,0.489,0.498,12.23,0.523,0.379,22.0,success,
MGC_CANDIDATE_1191,KEGG,3,3,55.06,37.68,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,6.58,0.554,0.542,25.69,0.353,0.431,24.0,success,
MGC_CANDIDATE_1189,KEGG,6,15,58.83,55.35,High Similarity,High Correlation,0.967,1.0,0.95,0.9,15.57,0.546,0.686,27.79,0.503,0.672,22.0,success,
MGC_CANDIDATE_1194,KEGG,3,3,62.05,62.96,High Similarity,High Correlation,0.92,0.85,1.0,1.0,11.43,0.664,0.52,14.6,0.604,0.69,23.0,success,
MGC_CANDIDATE_1192,KEGG,4,6,47.73,58.96,Moderate Similarity,High Correlation,0.96,0.95,1.0,1.0,9.41,0.467,0.502,5.58,0.579,0.614,24.0,success,
MGC_CANDIDATE_1195,KEGG,3,3,100.0,98.36,Very High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,0.0,1.0,1.0,1.29,0.994,0.958,16.0,success,
MGC_CANDIDATE_1193,KEGG,5,10,60.35,59.45,High Similarity,High Correlation,1.0,1.0,1.0,1.0,8.52,0.644,0.508,11.38,0.583,0.622,24.0,success,
MGC_CANDIDATE_1198,KEGG,3,3,60.95,71.97,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,6.68,0.591,0.653,6.74,0.744,0.664,25.0,success,
MGC_CANDIDATE_119,KEGG,3,3,65.88,69.55,High Similarity,High Correlation,0.92,0.85,1.0,1.0,9.68,0.62,0.748,10.51,0.687,0.716,21.0,success,
MGC_CANDIDATE_1199,KEGG,4,6,56.25,52.56,High Similarity,High Correlation,0.96,0.95,1.0,0.95,9.85,0.567,0.552,15.65,0.471,0.653,27.0,success,
MGC_CANDIDATE_1196,KEGG,6,15,53.59,58.5,High Similarity,High Correlation,0.967,1.0,1.0,1.0,13.13,0.518,0.578,14.71,0.554,0.657,27.0,success,
MGC_CANDIDATE_1197,KEGG,5,10,60.81,57.3,High Similarity,High Correlation,1.0,1.0,1.0,1.0,5.16,0.653,0.504,9.99,0.557,0.611,23.0,success,
MGC_CANDIDATE_11,KEGG,4,6,65.52,66.2,High Similarity,High Correlation,0.96,0.95,1.0,1.0,10.28,0.653,0.661,14.48,0.619,0.762,22.0,success,
MGC_CANDIDATE_1200,KEGG,4,6,54.19,57.59,High Similarity,High Correlation,0.96,0.95,1.0,1.0,9.96,0.532,0.566,13.13,0.568,0.595,28.0,success,
MGC_CANDIDATE_1202,KEGG,3,3,70.89,84.62,Very High Similarity,Very High Correlation,0.92,0.85,0.95,1.0,16.97,0.67,0.799,6.69,0.842,0.855,19.0,success,
MGC_CANDIDATE_1201,KEGG,4,6,55.87,46.24,High Similarity,Moderate Correlation,0.96,0.95,1.0,1.0,4.35,0.562,0.552,13.44,0.353,0.718,25.0,success,
MGC_CANDIDATE_1203,KEGG,3,3,48.49,37.32,Moderate Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,7.01,0.477,0.502,34.13,0.366,0.389,21.0,success,
MGC_CANDIDATE_1205,KEGG,3,3,52.38,61.55,High Similarity,High Correlation,0.92,0.85,1.0,1.0,5.51,0.49,0.602,11.54,0.601,0.649,23.0,success,
MGC_CANDIDATE_1204,KEGG,3,3,52.47,57.59,High Similarity,High Correlation,0.92,0.85,1.0,1.0,7.68,0.531,0.51,9.74,0.689,0.311,24.0,success,
MGC_CANDIDATE_1206,KEGG,3,3,65.43,59.71,High Similarity,High Correlation,0.92,0.85,0.9,0.9,25.4,0.665,0.63,31.92,0.644,0.487,19.0,success,
MGC_CANDIDATE_1207,KEGG,3,3,52.77,60.36,High Similarity,High Correlation,0.92,0.85,1.0,1.0,7.57,0.526,0.53,9.62,0.592,0.631,22.0,success,
MGC_CANDIDATE_1208,KEGG,4,6,62.22,49.08,High Similarity,Moderate Correlation,0.96,0.95,1.0,1.0,5.22,0.638,0.585,11.95,0.534,0.39,24.0,success,
MGC_CANDIDATE_1209,KEGG,3,3,58.48,62.75,High Similarity,High Correlation,0.92,0.85,1.0,1.0,5.2,0.595,0.561,4.92,0.653,0.567,21.0,success,
MGC_CANDIDATE_120,KEGG,3,3,52.31,49.49,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,4.04,0.546,0.47,5.3,0.419,0.673,22.0,success,
MGC_CANDIDATE_1210,KEGG,3,3,65.99,41.65,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.95,8.77,0.688,0.594,16.59,0.348,0.576,21.0,success,
MGC_CANDIDATE_1211,KEGG,3,3,56.93,61.93,High Similarity,High Correlation,0.92,0.85,1.0,1.0,8.57,0.543,0.63,11.29,0.596,0.673,23.0,success,
MGC_CANDIDATE_1212,KEGG,4,6,56.97,85.16,High Similarity,Very High Correlation,0.96,0.95,1.0,1.0,11.0,0.572,0.564,5.93,0.898,0.743,25.0,success,
MGC_CANDIDATE_121,KEGG,3,3,47.95,41.98,Moderate Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,7.77,0.476,0.487,21.61,0.401,0.464,24.0,success,
MGC_CANDIDATE_1213,KEGG,3,3,51.54,53.62,High Similarity,High Correlation,0.92,0.85,0.9,0.9,20.33,0.485,0.587,34.83,0.488,0.649,26.0,success,
MGC_CANDIDATE_122,KEGG,3,3,41.93,44.58,Moderate Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,1.1,0.511,0.205,20.73,0.492,0.337,26.0,success,
MGC_CANDIDATE_1239,KEGG,3,3,51.05,66.18,High Similarity,High Correlation,0.92,0.85,1.0,1.0,4.22,0.43,0.699,8.69,0.592,0.824,23.0,success,
MGC_CANDIDATE_123,KEGG,3,3,55.38,62.75,High Similarity,High Correlation,0.92,0.85,1.0,0.95,7.15,0.508,0.661,17.16,0.598,0.697,23.0,success,
MGC_CANDIDATE_1241,KEGG,3,3,55.48,49.49,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,5.66,0.515,0.647,5.23,0.599,0.252,22.0,success,
MGC_CANDIDATE_1238,KEGG,6,15,51.0,71.29,High Similarity,Very High Correlation,0.967,1.0,1.0,1.0,8.12,0.517,0.493,10.64,0.674,0.805,26.0,success,
MGC_CANDIDATE_1243,KEGG,3,3,61.46,56.5,High Similarity,High Correlation,0.92,0.85,1.0,1.0,11.68,0.578,0.7,6.54,0.507,0.7,23.0,success,
MGC_CANDIDATE_1240,KEGG,5,10,50.53,55.72,High Similarity,High Correlation,1.0,1.0,1.0,0.95,10.59,0.445,0.647,15.3,0.462,0.78,26.0,success,
MGC_CANDIDATE_1244,KEGG,4,6,59.16,51.49,High Similarity,High Correlation,0.96,0.95,1.0,1.0,8.86,0.604,0.563,11.67,0.456,0.653,21.0,success,
MGC_CANDIDATE_1245,KEGG,4,6,56.92,61.95,High Similarity,High Correlation,0.96,0.95,1.0,1.0,7.47,0.586,0.529,7.63,0.658,0.529,24.0,success,
MGC_CANDIDATE_1246,KEGG,3,3,69.44,59.18,High Similarity,High Correlation,0.92,0.85,1.0,1.0,4.94,0.687,0.713,9.89,0.513,0.775,20.0,success,
MGC_CANDIDATE_124,KEGG,3,3,65.61,72.19,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,4.57,0.683,0.594,8.9,0.76,0.632,23.0,success,
MGC_CANDIDATE_1242,KEGG,8,28,58.79,53.38,High Similarity,High Correlation,0.925,1.0,1.0,0.95,11.9,0.602,0.556,18.58,0.534,0.533,26.0,success,
MGC_CANDIDATE_1248,KEGG,5,10,54.72,60.55,High Similarity,High Correlation,1.0,1.0,1.0,1.0,9.04,0.567,0.5,11.58,0.609,0.598,22.0,success,
MGC_CANDIDATE_1249,KEGG,5,10,53.17,64.26,High Similarity,High Correlation,1.0,1.0,1.0,1.0,10.22,0.542,0.507,10.65,0.614,0.709,23.0,success,
MGC_CANDIDATE_1250,KEGG,5,10,48.87,62.87,Moderate Similarity,High Correlation,1.0,1.0,1.0,1.0,5.31,0.475,0.52,11.55,0.61,0.671,27.0,success,
MGC_CANDIDATE_1252,KEGG,3,3,47.93,37.78,Moderate Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,12.11,0.464,0.515,8.97,0.284,0.596,24.0,success,
MGC_CANDIDATE_1251,KEGG,3,3,57.82,54.43,High Similarity,High Correlation,0.92,0.85,1.0,0.9,3.53,0.56,0.62,23.6,0.508,0.629,24.0,success,
MGC_CANDIDATE_1247,KEGG,7,21,47.38,53.85,Moderate Similarity,High Correlation,0.943,1.0,1.0,0.95,10.4,0.47,0.482,17.02,0.496,0.639,28.0,success,
MGC_CANDIDATE_1253,KEGG,3,3,43.05,48.33,Moderate Similarity,Moderate Correlation,0.92,0.85,1.0,0.95,10.26,0.372,0.567,16.93,0.425,0.619,21.0,success,
MGC_CANDIDATE_1254,KEGG,4,6,61.6,77.47,High Similarity,Very High Correlation,0.96,0.95,1.0,1.0,9.58,0.631,0.58,6.21,0.776,0.772,21.0,success,
MGC_CANDIDATE_1255,KEGG,3,3,56.51,43.99,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,5.47,0.527,0.654,2.03,0.413,0.502,21.0,success,
MGC_CANDIDATE_1258,KEGG,3,3,52.19,78.46,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,5.99,0.531,0.5,9.49,0.819,0.703,21.0,success,
MGC_CANDIDATE_1259,KEGG,3,3,62.53,77.14,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,9.92,0.616,0.647,7.47,0.788,0.733,24.0,success,
MGC_CANDIDATE_1256,KEGG,4,6,49.51,56.44,Moderate Similarity,High Correlation,0.96,0.95,1.0,0.95,7.02,0.515,0.448,15.09,0.63,0.412,23.0,success,
MGC_CANDIDATE_1257,KEGG,5,10,59.65,65.02,High Similarity,High Correlation,1.0,1.0,1.0,1.0,4.8,0.598,0.594,7.96,0.664,0.619,25.0,success,
MGC_CANDIDATE_125,KEGG,3,3,66.55,40.84,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,10.23,0.706,0.57,10.31,0.329,0.593,17.0,success,
MGC_CANDIDATE_1260,KEGG,3,3,69.26,72.76,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,1.8,0.716,0.637,5.49,0.757,0.658,23.0,success,
MGC_CANDIDATE_1262,KEGG,3,3,57.57,48.74,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,4.3,0.553,0.629,10.4,0.469,0.53,22.0,success,
MGC_CANDIDATE_1263,KEGG,3,3,59.46,63.55,High Similarity,High Correlation,0.92,0.85,1.0,1.0,3.97,0.632,0.507,8.68,0.707,0.469,25.0,success,
MGC_CANDIDATE_1261,KEGG,4,6,57.51,57.93,High Similarity,High Correlation,0.96,0.95,1.0,1.0,10.98,0.598,0.521,8.18,0.52,0.718,25.0,success,
MGC_CANDIDATE_1264,KEGG,3,3,49.31,71.35,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,5.25,0.451,0.592,5.31,0.769,0.585,19.0,success,
MGC_CANDIDATE_1265,KEGG,3,3,51.05,49.27,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,8.51,0.522,0.484,27.46,0.373,0.771,22.0,success,
MGC_CANDIDATE_1266,KEGG,3,3,59.64,40.37,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.95,11.56,0.595,0.6,17.24,0.32,0.6,22.0,success,
MGC_CANDIDATE_1268,KEGG,3,3,51.09,34.36,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,11.63,0.426,0.709,25.15,0.265,0.526,23.0,success,
MGC_CANDIDATE_1269,KEGG,3,3,57.19,35.47,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.95,8.06,0.542,0.641,18.67,0.255,0.586,23.0,success,
MGC_CANDIDATE_1267,KEGG,6,15,56.15,39.79,High Similarity,Moderate Correlation,0.967,1.0,1.0,0.95,6.99,0.576,0.528,18.29,0.389,0.419,25.0,success,
MGC_CANDIDATE_126,KEGG,4,6,44.26,57.44,Moderate Similarity,High Correlation,0.96,0.95,1.0,1.0,8.31,0.484,0.345,6.1,0.675,0.338,21.0,success,
MGC_CANDIDATE_1272,KEGG,3,3,54.64,98.68,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,4.42,0.546,0.547,0.4,0.984,0.994,23.0,success,
MGC_CANDIDATE_1270,KEGG,4,6,40.51,42.76,Moderate Similarity,Moderate Correlation,0.96,0.95,0.9,0.9,20.99,0.398,0.421,20.27,0.437,0.406,24.0,success,
MGC_CANDIDATE_1273,KEGG,3,3,57.69,96.36,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,4.14,0.556,0.627,1.21,0.959,0.974,22.0,success,
MGC_CANDIDATE_1271,KEGG,5,10,48.32,38.03,Moderate Similarity,Moderate Correlation,1.0,1.0,1.0,0.9,7.68,0.438,0.59,22.63,0.347,0.458,25.0,success,
MGC_CANDIDATE_1274,KEGG,3,3,53.6,97.96,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,6.42,0.438,0.766,0.73,0.974,0.992,20.0,success,
MGC_CANDIDATE_1275,KEGG,3,3,47.78,19.62,Moderate Similarity,Low Correlation,0.92,0.85,1.0,0.9,5.01,0.452,0.538,29.1,0.181,0.233,20.0,success,
MGC_CANDIDATE_1276,KEGG,3,3,61.37,64.92,High Similarity,High Correlation,0.92,0.85,1.0,1.0,3.74,0.586,0.678,2.57,0.639,0.673,23.0,success,
MGC_CANDIDATE_1278,KEGG,3,3,72.33,51.2,Very High Similarity,High Correlation,0.92,0.85,1.0,0.9,13.42,0.724,0.722,24.55,0.462,0.628,21.0,success,
MGC_CANDIDATE_1277,KEGG,3,3,55.06,60.21,High Similarity,High Correlation,0.92,0.85,1.0,0.95,9.15,0.571,0.502,19.69,0.619,0.563,22.0,success,
MGC_CANDIDATE_1279,KEGG,3,3,56.65,62.95,High Similarity,High Correlation,0.92,0.85,1.0,1.0,4.1,0.528,0.657,7.7,0.695,0.478,21.0,success,
MGC_CANDIDATE_127,KEGG,3,3,49.71,46.51,Moderate Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,7.65,0.461,0.581,4.67,0.358,0.716,23.0,success,
MGC_CANDIDATE_1283,KEGG,3,3,53.19,43.8,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.95,1.97,0.491,0.626,15.04,0.447,0.418,22.0,success,
MGC_CANDIDATE_1282,KEGG,3,3,49.45,53.1,Moderate Similarity,High Correlation,0.92,0.85,1.0,1.0,2.84,0.462,0.569,5.13,0.532,0.528,21.0,success,
MGC_CANDIDATE_1281,KEGG,3,3,61.77,44.54,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.95,3.47,0.591,0.681,18.11,0.358,0.65,22.0,success,
MGC_CANDIDATE_1280,KEGG,4,6,49.33,49.54,Moderate Similarity,Moderate Correlation,0.96,0.95,1.0,0.9,3.31,0.455,0.582,22.17,0.413,0.687,22.0,success,
MGC_CANDIDATE_1284,KEGG,3,3,65.25,56.62,High Similarity,High Correlation,0.92,0.85,1.0,0.95,5.75,0.685,0.577,17.64,0.506,0.707,24.0,success,
MGC_CANDIDATE_1287,KEGG,3,3,59.15,70.79,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,11.66,0.56,0.664,13.4,0.75,0.609,21.0,success,
MGC_CANDIDATE_1288,KEGG,3,3,60.63,46.18,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,11.68,0.552,0.734,26.19,0.512,0.344,22.0,success,
MGC_CANDIDATE_1286,KEGG,3,3,59.59,30.08,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,2.68,0.615,0.55,10.32,0.211,0.51,22.0,success,
MGC_CANDIDATE_1285,KEGG,4,6,57.24,52.37,High Similarity,High Correlation,0.96,0.95,1.0,0.9,6.97,0.553,0.618,20.29,0.526,0.517,23.0,success,
MGC_CANDIDATE_1289,KEGG,3,3,51.39,41.47,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,5.23,0.474,0.608,12.74,0.339,0.591,24.0,success,
MGC_CANDIDATE_128,KEGG,4,6,53.01,42.73,High Similarity,Moderate Correlation,0.96,0.95,1.0,1.0,11.64,0.517,0.559,8.12,0.367,0.567,21.0,success,
MGC_CANDIDATE_1292,KEGG,3,3,63.56,61.93,High Similarity,High Correlation,0.92,0.85,1.0,0.95,7.65,0.604,0.709,17.93,0.75,0.314,22.0,success,
MGC_CANDIDATE_1293,KEGG,3,3,52.14,46.48,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,5.44,0.543,0.472,6.49,0.569,0.223,22.0,success,
MGC_CANDIDATE_1290,KEGG,4,6,53.83,54.86,High Similarity,High Correlation,0.96,0.95,1.0,1.0,8.86,0.512,0.6,12.74,0.647,0.319,25.0,success,
MGC_CANDIDATE_1291,KEGG,4,6,53.63,45.04,High Similarity,Moderate Correlation,0.96,0.95,1.0,0.95,7.79,0.502,0.616,17.56,0.45,0.451,23.0,success,
MGC_CANDIDATE_1294,KEGG,5,10,53.85,45.39,High Similarity,Moderate Correlation,1.0,1.0,1.0,0.95,7.25,0.547,0.52,18.95,0.472,0.412,24.0,success,
MGC_CANDIDATE_1298,KEGG,4,6,54.59,54.96,High Similarity,High Correlation,0.96,0.95,1.0,0.9,4.39,0.557,0.52,23.16,0.47,0.736,22.0,success,
MGC_CANDIDATE_1299,KEGG,4,6,72.89,76.51,Very High Similarity,Very High Correlation,0.96,0.95,0.9,0.9,25.2,0.715,0.762,23.85,0.797,0.691,21.0,success,
MGC_CANDIDATE_1296,KEGG,6,15,54.96,62.86,High Similarity,High Correlation,0.967,1.0,1.0,0.95,9.63,0.569,0.503,15.55,0.666,0.541,25.0,success,
MGC_CANDIDATE_1297,KEGG,6,15,57.57,63.32,High Similarity,High Correlation,0.967,1.0,1.0,0.95,8.03,0.6,0.518,15.9,0.65,0.594,27.0,success,
MGC_CANDIDATE_1295,KEGG,6,15,52.93,62.58,High Similarity,High Correlation,0.967,1.0,1.0,1.0,8.85,0.539,0.506,14.2,0.686,0.484,26.0,success,
MGC_CANDIDATE_12,KEGG,3,3,68.57,69.06,High Similarity,High Correlation,0.92,0.85,1.0,1.0,6.27,0.689,0.678,7.77,0.685,0.704,19.0,success,
